"","X","FirstName","LastName","FullName","Team","Year","Position","Round","SuperCoachScore","Rank","Injured","Number","Marks","Handballs","Disposals","Goals","Behinds","Hitouts","Tackles","Rebounds50s","Inside50s","Clearances","Clangers","FreesFor","FreesAgainst","BrownlowVotes","ContestedPossessions","UncontestedPossessions","ContestedMarks","MarksInside50","OnePercenters","Bounces","GoalAssists","PercentagePlayed","PointDifference","BrownlowBinary","Pairs"
"7174",7174,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",4,86,17,0,27,6,5,21,3,2,0,1,0,6,2,4,1,1,0,6,15,0,1,0,0,0,87,10,0,33
"7175",7175,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",1,99,9,1,19,7,10,18,4,1,0,4,0,0,0,7,1,2,2,10,6,3,4,1,0,1,95,61,1,4
"7176",7176,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",1,99,9,1,27,4,1,11,1,0,0,2,0,2,2,3,3,1,0,6,7,0,1,0,0,1,88,-10,0,4
"7177",7177,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",19,92,10,1,27,6,8,18,0,0,1,4,2,2,0,0,2,0,0,6,11,1,0,0,1,1,95,82,0,162
"7178",7178,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",14,98,7,1,19,10,6,17,3,2,0,1,0,3,0,3,0,1,1,9,8,5,5,0,0,1,98,-26,1,115
"7179",7179,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",20,138,2,0,27,15,3,20,4,0,0,4,0,6,0,1,0,1,0,1,19,1,3,0,0,3,92,138,0,168
"7180",7180,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",5,71,25,1,27,5,10,21,2,1,0,0,0,6,1,1,1,0,0,5,17,0,1,1,0,1,89,-3,0,37
"7181",7181,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",5,82,15,0,27,5,10,21,2,1,0,0,0,6,1,1,1,0,0,5,17,0,1,1,0,1,89,-3,0,37
"7182",7182,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",22,89,13,0,19,4,5,15,2,3,0,4,0,2,0,2,2,2,0,11,3,2,2,1,0,1,96,-71,0,186
"7183",7183,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",23,86,13,1,27,3,4,14,0,0,0,0,1,3,0,2,1,0,0,6,8,0,0,0,0,0,89,-29,0,190
"7184",7184,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",18,68,26,0,19,8,5,17,4,1,0,3,0,2,1,2,2,1,0,13,6,2,3,6,0,3,93,24,0,149
"7185",7185,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",8,42,40,1,27,4,4,19,0,0,0,2,1,3,0,2,2,0,0,8,11,1,0,1,0,0,90,-26,0,64
"7186",7186,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",16,123,4,1,19,7,4,12,5,0,0,2,0,2,0,2,0,2,0,6,6,3,5,0,0,2,98,26,0,133
"7187",7187,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",19,92,10,1,19,7,10,20,2,2,1,0,2,3,0,2,0,0,0,13,7,5,4,1,1,0,96,-2,0,162
"7188",7188,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",15,82,15,1,27,8,7,21,1,0,0,5,0,6,1,2,1,0,0,6,15,0,1,2,1,4,90,22,0,126
"7189",7189,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",15,82,15,1,19,14,5,20,1,4,0,0,0,4,0,5,2,1,1,7,14,4,7,1,0,0,100,40,1,126
"7190",7190,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",1,56,36,0,27,4,1,11,1,0,0,2,0,2,2,3,3,1,0,6,7,0,1,0,0,1,88,-10,0,4
"7191",7191,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",14,85,15,0,19,10,6,17,3,2,0,1,0,3,0,3,0,1,1,9,8,5,5,0,0,1,98,-26,1,115
"7192",7192,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",9,133,1,0,19,3,5,13,2,0,1,3,0,5,0,2,2,2,0,5,8,1,0,0,0,4,98,-75,0,75
"7193",7193,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",5,71,25,1,19,8,2,12,4,1,0,0,0,4,0,2,1,1,0,6,6,4,3,1,0,0,90,-38,0,37
"7194",7194,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",3,112,6,1,19,10,9,23,4,3,0,2,0,3,0,2,1,1,2,8,16,3,6,0,0,2,98,54,1,21
"7195",7195,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",7,122,4,1,19,4,8,16,4,0,3,1,0,4,1,1,2,0,0,9,7,2,2,0,1,2,96,-73,0,60
"7196",7196,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",18,126,2,1,19,8,5,17,4,1,0,3,0,2,1,2,2,1,0,13,6,2,3,6,0,3,93,24,0,149
"7197",7197,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",23,86,13,1,19,7,7,19,1,4,1,2,0,5,1,2,2,1,0,9,10,3,2,2,0,1,94,-23,0,190
"7198",7198,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",12,93,10,0,19,10,8,19,4,2,1,2,0,1,0,3,1,1,0,8,12,2,7,3,0,0,96,-17,0,104
"7199",7199,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",23,39,42,0,27,3,4,14,0,0,0,0,1,3,0,2,1,0,0,6,8,0,0,0,0,0,89,-29,0,190
"7200",7200,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",11,37,42,1,27,7,10,21,1,0,0,0,1,3,1,3,1,0,0,5,16,0,2,0,0,1,87,88,0,99
"7201",7201,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",4,86,17,0,19,8,4,15,5,2,0,2,0,2,0,4,2,1,2,10,5,6,4,5,0,1,97,-13,1,33
"7202",7202,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",15,108,3,0,27,8,7,21,1,0,0,5,0,6,1,2,1,0,0,6,15,0,1,2,1,4,90,22,0,126
"7203",7203,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",9,78,21,1,27,10,6,22,2,2,0,0,1,4,0,1,2,1,2,8,15,3,4,0,0,2,84,75,1,75
"7204",7204,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",21,65,30,0,19,3,7,18,2,3,1,1,0,5,0,0,4,0,0,10,9,1,1,2,1,1,96,-6,0,180
"7205",7205,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",9,133,1,0,27,10,6,22,2,2,0,0,1,4,0,1,2,1,2,8,15,3,4,0,0,2,84,75,1,75
"7206",7206,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",17,95,14,0,27,4,12,21,2,1,0,0,1,2,1,2,1,1,0,13,9,0,2,0,0,0,89,28,0,141
"7207",7207,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",21,65,30,0,27,10,9,21,2,2,0,2,0,6,2,4,0,1,0,6,15,0,2,1,4,0,85,72,0,180
"7208",7208,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",9,78,21,1,19,3,5,13,2,0,1,3,0,5,0,2,2,2,0,5,8,1,0,0,0,4,98,-75,0,75
"7209",7209,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",2,129,4,0,19,7,5,15,5,1,0,1,0,2,0,0,2,0,2,8,7,2,4,1,0,0,98,26,1,11
"7210",7210,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",7,122,4,1,27,4,11,24,3,1,0,1,0,3,1,2,3,0,0,15,9,1,1,1,0,0,92,-15,0,60
"7211",7211,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",11,71,19,0,27,7,10,21,1,0,0,0,1,3,1,3,1,0,0,5,16,0,2,0,0,1,87,88,0,99
"7212",7212,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",21,92,9,1,19,3,7,18,2,3,1,1,0,5,0,0,4,0,0,10,9,1,1,2,1,1,96,-6,0,180
"7213",7213,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",11,37,42,1,19,3,3,9,1,0,4,2,0,1,0,4,0,2,0,4,5,1,2,4,0,0,94,-38,0,99
"7214",7214,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",10,68,31,0,27,7,11,19,0,3,0,1,0,2,2,2,1,0,0,9,10,1,3,0,0,0,94,22,0,87
"7215",7215,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",17,118,3,1,27,4,12,21,2,1,0,0,1,2,1,2,1,1,0,13,9,0,2,0,0,0,89,28,0,141
"7216",7216,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",23,39,42,0,19,7,7,19,1,4,1,2,0,5,1,2,2,1,0,9,10,3,2,2,0,1,94,-23,0,190
"7217",7217,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",7,104,6,0,27,4,11,24,3,1,0,1,0,3,1,2,3,0,0,15,9,1,1,1,0,0,92,-15,0,60
"7218",7218,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",7,104,6,0,19,4,8,16,4,0,3,1,0,4,1,1,2,0,0,9,7,2,2,0,1,2,96,-73,0,60
"7219",7219,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",22,77,21,1,19,4,5,15,2,3,0,4,0,2,0,2,2,2,0,11,3,2,2,1,0,1,96,-71,0,186
"7220",7220,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",22,77,21,1,27,6,5,16,2,3,0,4,1,2,0,2,1,0,0,5,10,0,2,0,0,1,86,15,0,186
"7221",7221,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",17,118,3,1,19,11,3,14,3,2,0,2,1,2,0,3,0,2,0,7,8,4,6,2,1,2,97,-48,0,141
"7222",7222,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",2,129,4,0,27,8,6,21,6,1,0,4,0,5,1,4,1,1,3,7,14,1,3,0,1,1,87,58,1,11
"7223",7223,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",21,92,9,1,27,10,9,21,2,2,0,2,0,6,2,4,0,1,0,6,15,0,2,1,4,0,85,72,0,180
"7224",7224,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",6,69,24,1,19,4,4,11,2,0,0,3,0,1,1,2,2,2,0,6,5,1,1,3,0,0,97,-120,0,48
"7225",7225,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",6,94,10,0,19,4,4,11,2,0,0,3,0,1,1,2,2,2,0,6,5,1,1,3,0,0,97,-120,0,48
"7226",7226,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",6,69,24,1,27,7,8,19,2,0,0,1,0,6,3,4,1,1,0,9,11,0,1,1,0,1,88,33,0,48
"7227",7227,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",17,95,14,0,19,11,3,14,3,2,0,2,1,2,0,3,0,2,0,7,8,4,6,2,1,2,97,-48,0,141
"7228",7228,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",2,129,2,1,19,7,5,15,5,1,0,1,0,2,0,0,2,0,2,8,7,2,4,1,0,0,98,26,1,11
"7229",7229,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",2,129,2,1,27,8,6,21,6,1,0,4,0,5,1,4,1,1,3,7,14,1,3,0,1,1,87,58,1,11
"7230",7230,"Tom","Lynch","Lynch, Tom","Adelaide",2016,"Key forward",6,94,10,0,27,7,8,19,2,0,0,1,0,6,3,4,1,1,0,9,11,0,1,1,0,1,88,33,0,48
"7231",7231,"Tom","McDonald","McDonald, Tom","Melbourne",2016,"Key defender",8,99,11,1,25,11,12,25,1,0,1,2,10,0,0,2,0,0,0,4,18,0,0,6,0,0,98,-32,0,71
"7232",7232,"Tom","McDonald","McDonald, Tom","Melbourne",2016,"Key defender",12,92,11,1,25,9,4,19,0,0,1,4,3,0,1,3,0,0,0,5,14,0,0,10,0,0,86,46,0,108
"7233",7233,"Tom","McDonald","McDonald, Tom","Melbourne",2016,"Key defender",9,74,23,1,25,5,10,18,0,0,0,1,2,0,0,1,0,0,0,4,13,0,0,7,0,0,88,63,0,79
"7234",7234,"Tom","McDonald","McDonald, Tom","Melbourne",2016,"Key defender",16,144,1,1,25,10,12,31,0,0,0,1,6,1,1,1,0,0,0,8,20,2,0,11,0,0,91,32,0,132
"7235",7235,"Tom","McDonald","McDonald, Tom","Melbourne",2016,"Key defender",11,94,10,1,25,2,8,18,0,0,0,3,8,0,0,2,1,1,0,6,11,0,0,10,0,0,95,-18,0,92
"7236",7236,"Tom","McDonald","McDonald, Tom","Melbourne",2016,"Key defender",19,94,7,1,25,7,5,17,0,0,0,2,4,0,0,0,0,0,0,3,13,1,0,8,2,0,95,2,0,160
"7237",7237,"Tom","McDonald","McDonald, Tom","Melbourne",2016,"Key defender",13,82,17,1,25,2,7,18,0,0,0,1,4,1,0,2,1,0,0,8,10,0,0,12,0,0,89,-55,0,113
"7238",7238,"Tom","McDonald","McDonald, Tom","Melbourne",2016,"Key defender",20,111,6,1,25,6,7,20,0,0,0,4,3,1,1,0,0,0,0,4,15,0,0,11,0,0,96,29,0,165
"7239",7239,"Tom","McDonald","McDonald, Tom","Melbourne",2016,"Key defender",4,76,22,1,25,8,6,17,0,0,0,0,4,1,0,2,0,1,0,3,14,0,0,14,1,0,98,35,0,35
"7240",7240,"Tom","McDonald","McDonald, Tom","Melbourne",2016,"Key defender",6,58,28,1,25,7,5,14,0,0,0,1,4,0,0,0,0,0,0,4,10,0,0,6,0,0,90,-39,0,47
"7241",7241,"Tom","McDonald","McDonald, Tom","Melbourne",2016,"Key defender",18,74,19,1,25,6,3,13,0,0,0,2,4,1,0,3,2,1,0,5,9,2,0,8,0,0,97,-6,0,148
"7242",7242,"Tom","McDonald","McDonald, Tom","Melbourne",2016,"Key defender",7,43,40,1,25,1,7,10,0,0,0,1,2,1,0,0,0,0,0,2,8,0,0,11,0,0,97,73,0,59
"7243",7243,"Tom","McDonald","McDonald, Tom","Melbourne",2016,"Key defender",15,77,23,1,25,11,7,23,0,0,0,1,5,0,0,3,0,1,0,7,16,4,0,5,0,0,91,-22,0,126
"7244",7244,"Tom","McDonald","McDonald, Tom","Melbourne",2016,"Key defender",17,111,6,1,25,10,9,24,0,0,0,2,2,2,1,1,0,0,0,3,20,1,0,10,0,0,97,-36,0,143
"7245",7245,"Tom","McDonald","McDonald, Tom","Melbourne",2016,"Key defender",1,110,3,1,25,8,5,22,0,0,0,0,5,1,0,1,1,0,0,6,13,2,0,6,2,0,92,2,0,2
"7246",7246,"Tom","McDonald","McDonald, Tom","Melbourne",2016,"Key defender",2,67,26,1,25,6,4,12,0,0,0,1,4,1,0,3,1,2,0,4,7,1,0,8,2,0,98,-13,0,12
"7247",7247,"Tom","McDonald","McDonald, Tom","Melbourne",2016,"Key defender",22,108,7,1,25,5,9,19,0,0,0,1,5,2,1,1,0,1,0,6,12,1,0,14,0,0,97,-20,0,187
"7248",7248,"Tom","McDonald","McDonald, Tom","Melbourne",2016,"Key defender",23,121,5,1,25,5,13,21,0,0,0,0,4,1,0,1,0,0,0,7,11,2,0,9,3,0,90,-111,0,191
"7249",7249,"Tom","McDonald","McDonald, Tom","Melbourne",2016,"Key defender",10,99,8,1,25,8,5,21,0,0,0,1,3,0,0,2,1,1,0,5,18,0,0,9,1,0,94,-45,0,84
"7250",7250,"Tom","McDonald","McDonald, Tom","Melbourne",2016,"Key defender",5,83,16,1,25,8,8,23,0,0,0,2,3,0,0,5,1,0,0,11,11,4,0,8,0,0,98,33,0,44
"7251",7251,"Tom","McDonald","McDonald, Tom","Melbourne",2016,"Key defender",21,102,10,1,25,10,3,18,0,0,0,4,2,1,0,0,0,0,0,1,15,0,0,11,1,0,94,40,0,177
"7252",7252,"Tom","McDonald","McDonald, Tom","Melbourne",2016,"Key defender",3,55,33,1,25,3,6,10,0,0,0,2,2,1,0,0,0,0,0,3,7,0,0,5,0,0,97,-5,0,25
"7253",7253,"Tom","Mitchell","Mitchell, Tom","Sydney",2016,"Inside midfielder",8,71,23,0,6,4,10,16,0,2,0,3,2,2,1,2,0,1,0,8,8,0,1,1,0,0,69,-1,0,69
"7254",7254,"Tom","Mitchell","Mitchell, Tom","Sydney",2016,"Inside midfielder",19,100,7,0,6,3,17,26,3,0,0,5,3,3,2,2,0,1,1,7,19,0,0,0,0,0,90,90,1,161
"7255",7255,"Tom","Mitchell","Mitchell, Tom","Sydney",2016,"Inside midfielder",13,79,19,0,6,4,11,25,0,1,0,9,2,4,2,4,1,0,0,11,13,0,0,1,0,0,78,55,0,113
"7256",7256,"Tom","Mitchell","Mitchell, Tom","Sydney",2016,"Inside midfielder",12,98,10,0,6,4,15,26,1,0,0,4,5,2,3,0,1,0,0,9,17,0,0,1,0,0,85,-42,0,107
"7257",7257,"Tom","Mitchell","Mitchell, Tom","Sydney",2016,"Inside midfielder",2,133,1,0,6,8,19,34,0,0,0,9,1,8,8,2,3,1,2,13,22,0,0,2,0,3,77,60,1,18
"7258",7258,"Tom","Mitchell","Mitchell, Tom","Sydney",2016,"Inside midfielder",17,116,5,0,6,4,26,34,0,0,0,6,1,2,3,2,0,1,0,14,20,0,0,1,2,0,84,-5,0,136
"7259",7259,"Tom","Mitchell","Mitchell, Tom","Sydney",2016,"Inside midfielder",18,81,14,0,6,0,21,23,0,0,0,4,0,1,4,2,0,1,0,16,8,0,0,0,1,0,75,6,0,146
"7260",7260,"Tom","Mitchell","Mitchell, Tom","Sydney",2016,"Inside midfielder",10,178,1,0,6,8,30,41,1,1,0,10,3,3,5,2,2,1,3,17,25,0,1,1,1,2,78,26,1,82
"7261",7261,"Tom","Mitchell","Mitchell, Tom","Sydney",2016,"Inside midfielder",20,123,4,0,6,9,18,32,1,0,0,7,1,5,3,4,0,0,0,9,23,0,0,0,0,2,94,67,0,164
"7262",7262,"Tom","Mitchell","Mitchell, Tom","Sydney",2016,"Inside midfielder",15,60,29,0,6,2,15,23,0,0,0,2,1,1,2,4,0,2,0,11,13,0,1,0,0,0,77,-4,0,124
"7263",7263,"Tom","Mitchell","Mitchell, Tom","Sydney",2016,"Inside midfielder",7,86,15,0,6,10,16,37,0,0,0,1,0,9,1,6,1,0,1,5,32,0,0,1,1,1,78,81,1,58
"7264",7264,"Tom","Mitchell","Mitchell, Tom","Sydney",2016,"Inside midfielder",9,82,15,0,6,6,13,21,0,1,0,5,0,3,3,1,1,1,0,4,17,0,0,0,0,1,84,14,0,73
"7265",7265,"Tom","Mitchell","Mitchell, Tom","Sydney",2016,"Inside midfielder",1,127,4,0,6,2,18,30,3,2,0,9,1,4,3,1,1,1,2,9,21,0,0,1,0,0,73,80,1,5
"7266",7266,"Tom","Mitchell","Mitchell, Tom","Sydney",2016,"Inside midfielder",23,126,3,0,6,9,20,34,1,1,0,7,3,5,3,6,0,2,0,14,20,1,0,1,0,0,76,113,0,193
"7267",7267,"Tom","Mitchell","Mitchell, Tom","Sydney",2016,"Inside midfielder",4,71,24,0,6,1,13,22,0,0,0,4,1,2,0,7,0,4,0,11,11,0,1,1,0,1,82,-10,0,33
"7268",7268,"Tom","Mitchell","Mitchell, Tom","Sydney",2016,"Inside midfielder",16,121,4,0,6,0,24,33,0,1,0,6,2,2,6,3,1,2,0,21,12,0,0,2,2,0,90,38,0,128
"7269",7269,"Tom","Mitchell","Mitchell, Tom","Sydney",2016,"Inside midfielder",21,71,23,0,6,4,11,19,0,0,0,8,0,7,1,2,0,0,0,9,13,0,0,0,0,0,86,70,0,176
"7270",7270,"Tom","Mitchell","Mitchell, Tom","Sydney",2016,"Inside midfielder",22,109,8,0,6,4,19,30,0,1,0,4,1,3,6,2,0,1,0,18,13,0,0,0,0,0,74,9,0,182
"7271",7271,"Tom","Mitchell","Mitchell, Tom","Sydney",2016,"Inside midfielder",6,103,8,0,6,5,15,28,0,0,0,6,1,5,6,4,1,1,0,13,17,0,0,4,0,1,75,3,0,52
"7272",7272,"Tom","Mitchell","Mitchell, Tom","Sydney",2016,"Inside midfielder",11,131,1,0,6,0,24,33,1,0,0,14,1,3,6,5,1,2,3,20,13,0,0,0,0,0,91,38,1,95
"7273",7273,"Tom","Mitchell","Mitchell, Tom","Sydney",2016,"Inside midfielder",5,113,6,0,6,2,12,24,0,1,0,7,2,3,5,2,0,1,0,12,14,0,0,1,0,0,83,39,0,38
"7274",7274,"Tom","Mitchell","Mitchell, Tom","Sydney",2016,"Inside midfielder",3,108,8,0,6,3,9,25,1,2,0,7,1,7,2,3,0,0,0,8,18,0,1,1,0,2,80,25,0,22
"7275",7275,"Tom","Nicholls","Nicholls, Tom","Gold Coast",2016,"Ruck",10,92,9,0,22,5,9,12,0,1,16,10,0,2,4,2,0,2,0,9,6,1,2,4,0,1,84,-77,0,90
"7276",7276,"Tom","Nicholls","Nicholls, Tom","Gold Coast",2016,"Ruck",15,65,32,0,22,2,9,13,0,1,17,1,2,0,4,4,0,2,0,7,5,1,1,3,0,0,84,40,0,123
"7277",7277,"Tom","Nicholls","Nicholls, Tom","Gold Coast",2016,"Ruck",19,90,12,0,22,2,11,13,0,0,9,7,1,0,4,0,0,0,0,13,3,1,0,2,0,0,80,-2,0,160
"7278",7278,"Tom","Nicholls","Nicholls, Tom","Gold Coast",2016,"Ruck",2,44,39,0,22,2,4,7,0,0,16,4,1,0,1,2,0,1,0,5,2,1,0,2,0,0,87,26,0,15
"7279",7279,"Tom","Nicholls","Nicholls, Tom","Gold Coast",2016,"Ruck",12,102,8,0,22,2,10,14,1,0,23,6,0,2,2,3,1,1,0,11,3,0,1,4,0,0,86,-17,0,106
"7280",7280,"Tom","Nicholls","Nicholls, Tom","Gold Coast",2016,"Ruck",11,81,17,0,22,0,11,17,0,0,21,11,1,0,5,4,2,1,0,10,6,0,0,10,0,0,87,-38,0,95
"7281",7281,"Tom","Nicholls","Nicholls, Tom","Gold Coast",2016,"Ruck",20,66,31,0,22,2,7,10,1,0,18,5,0,0,1,1,0,0,0,8,3,1,1,2,0,0,78,-8,0,166
"7282",7282,"Tom","Nicholls","Nicholls, Tom","Gold Coast",2016,"Ruck",16,119,5,0,22,2,11,16,0,0,31,7,1,0,3,3,1,1,0,11,4,1,0,3,0,0,91,26,0,130
"7283",7283,"Tom","Nicholls","Nicholls, Tom","Gold Coast",2016,"Ruck",8,63,23,0,22,1,6,10,0,0,32,2,0,1,5,2,3,2,0,10,1,1,0,3,0,0,73,-91,0,67
"7284",7284,"Tom","Nicholls","Nicholls, Tom","Gold Coast",2016,"Ruck",1,95,13,0,22,3,5,10,0,0,24,4,1,1,1,4,0,2,0,6,5,0,0,4,0,0,87,61,0,3
"7285",7285,"Tom","Nicholls","Nicholls, Tom","Gold Coast",2016,"Ruck",4,126,2,0,22,2,14,16,0,0,37,10,1,0,5,3,3,1,0,13,3,1,0,5,0,0,86,-13,0,31
"7286",7286,"Tom","Nicholls","Nicholls, Tom","Gold Coast",2016,"Ruck",17,58,34,0,22,2,8,10,0,0,25,4,0,2,4,4,0,3,0,10,2,1,0,2,0,0,81,-48,0,140
"7287",7287,"Tom","Nicholls","Nicholls, Tom","Gold Coast",2016,"Ruck",3,67,25,0,22,2,9,14,0,0,17,2,2,2,4,3,0,2,0,9,5,2,0,2,0,0,81,54,0,23
"7288",7288,"Tom","Nicholls","Nicholls, Tom","Gold Coast",2016,"Ruck",18,87,12,0,22,4,7,13,0,0,24,5,1,3,6,3,1,2,0,11,2,2,0,1,0,0,82,24,0,147
"7289",7289,"Tom","Nicholls","Nicholls, Tom","Gold Coast",2016,"Ruck",14,83,16,0,22,2,12,17,0,0,27,2,2,1,7,3,1,2,0,12,6,0,0,11,0,0,82,-26,0,120
"7290",7290,"Tom","Papley","Papley, Tom","Sydney",2016,"General forward",23,59,31,0,41,3,7,13,0,1,0,4,0,0,0,1,0,0,0,6,7,0,0,1,0,1,76,113,0,193
"7291",7291,"Tom","Papley","Papley, Tom","Sydney",2016,"General forward",20,73,20,0,41,4,3,12,1,2,0,4,0,4,0,1,2,0,0,7,6,1,0,1,0,0,65,67,0,164
"7292",7292,"Tom","Papley","Papley, Tom","Sydney",2016,"General forward",21,76,21,0,41,4,7,16,3,1,0,3,0,2,1,2,1,0,0,5,12,0,3,1,0,2,75,70,0,176
"7293",7293,"Tom","Papley","Papley, Tom","Sydney",2016,"General forward",1,104,6,0,41,5,3,11,3,1,0,5,0,3,0,2,1,2,0,4,6,1,1,0,0,0,70,80,0,5
"7294",7294,"Tom","Papley","Papley, Tom","Sydney",2016,"General forward",22,39,39,0,41,1,4,9,1,0,0,2,0,1,0,2,1,1,0,5,6,1,0,0,1,0,75,9,0,182
"7295",7295,"Tom","Papley","Papley, Tom","Sydney",2016,"General forward",16,65,26,0,41,3,5,10,2,0,0,4,0,3,0,2,0,1,0,5,4,1,1,1,0,1,63,38,0,128
"7296",7296,"Tom","Papley","Papley, Tom","Sydney",2016,"General forward",2,109,7,0,41,3,9,17,2,2,0,3,0,2,0,1,0,1,0,12,5,2,2,1,1,0,82,60,0,18
"7297",7297,"Tom","Papley","Papley, Tom","Sydney",2016,"General forward",7,85,17,0,41,3,6,14,2,1,0,7,0,2,0,0,3,0,0,4,9,0,0,1,0,1,76,81,0,58
"7298",7298,"Tom","Papley","Papley, Tom","Sydney",2016,"General forward",19,35,42,0,41,3,5,7,0,0,0,6,0,1,0,4,0,2,0,4,6,0,1,0,0,2,72,90,0,161
"7299",7299,"Tom","Papley","Papley, Tom","Sydney",2016,"General forward",18,38,41,0,41,3,5,9,0,0,0,4,0,2,0,3,0,1,0,3,7,0,0,0,0,0,71,6,0,146
"7300",7300,"Tom","Papley","Papley, Tom","Sydney",2016,"General forward",8,29,43,0,41,0,1,5,1,0,0,5,0,0,1,5,2,2,0,3,2,0,0,1,0,0,61,-1,0,69
"7301",7301,"Tom","Papley","Papley, Tom","Sydney",2016,"General forward",3,46,38,0,41,1,5,14,1,0,0,3,1,3,0,5,1,3,0,8,5,0,0,1,0,0,78,25,0,22
"7302",7302,"Tom","Papley","Papley, Tom","Sydney",2016,"General forward",4,24,44,0,41,0,3,5,0,2,0,2,0,0,0,0,0,0,0,2,4,0,0,1,0,0,61,-10,0,33
"7303",7303,"Tom","Papley","Papley, Tom","Sydney",2016,"General forward",5,78,20,0,41,8,7,20,2,1,0,4,0,6,0,4,1,0,0,7,10,2,1,2,1,0,79,39,0,38
"7304",7304,"Tom","Papley","Papley, Tom","Sydney",2016,"General forward",17,71,24,0,41,1,7,15,2,1,0,1,0,2,0,3,1,1,0,9,6,0,1,1,1,0,78,-5,0,136
"7305",7305,"Tom","Papley","Papley, Tom","Sydney",2016,"General forward",6,64,28,0,41,3,5,13,0,1,0,4,0,3,0,0,1,0,0,7,6,0,1,2,0,1,67,3,0,52
"7306",7306,"Tom","Phillips","Phillips, Tom","Collingwood",2016,"Outside midfielder",15,28,44,0,21,4,6,12,0,0,0,2,0,1,0,4,0,2,0,1,11,0,0,0,0,0,63,12,0,125
"7307",7307,"Tom","Phillips","Phillips, Tom","Collingwood",2016,"Outside midfielder",23,77,21,0,21,7,10,22,0,0,0,2,4,0,1,1,0,0,0,3,19,0,0,0,0,1,77,-1,0,197
"7308",7308,"Tom","Phillips","Phillips, Tom","Collingwood",2016,"Outside midfielder",21,34,44,0,21,6,2,9,1,0,0,0,0,2,0,2,0,1,0,0,8,0,2,0,0,1,60,-3,0,172
