"","X","FirstName","LastName","FullName","Team","Year","Position","Round","SuperCoachScore","Rank","Injured","Number","Marks","Handballs","Disposals","Goals","Behinds","Hitouts","Tackles","Rebounds50s","Inside50s","Clearances","Clangers","FreesFor","FreesAgainst","BrownlowVotes","ContestedPossessions","UncontestedPossessions","ContestedMarks","MarksInside50","OnePercenters","Bounces","GoalAssists","PercentagePlayed","PointDifference","BrownlowBinary","Pairs"
"7309",7309,"Tom","Phillips","Phillips, Tom","Collingwood",2016,"Outside midfielder",22,103,11,0,21,7,13,25,1,1,0,5,1,1,3,0,0,0,0,8,17,0,1,0,1,1,80,71,0,185
"7310",7310,"Tom","Phillips","Phillips, Tom","Collingwood",2016,"Outside midfielder",12,64,29,0,21,3,8,15,0,0,0,5,1,0,1,4,1,1,0,8,7,0,0,1,0,1,72,-46,0,108
"7311",7311,"Tom","Phillips","Phillips, Tom","Collingwood",2016,"Outside midfielder",14,87,19,0,21,6,6,19,1,3,0,3,0,6,0,1,2,0,0,5,15,0,1,2,0,2,68,48,0,116
"7312",7312,"Tom","Rockliff","Rockliff, Tom","Brisbane",2016,"Inside midfielder",18,154,2,0,38,12,14,38,1,0,0,9,1,6,7,3,1,0,3,17,21,0,0,0,0,0,78,37,1,151
"7313",7313,"Tom","Rockliff","Rockliff, Tom","Brisbane",2016,"Inside midfielder",17,130,3,0,38,2,11,34,2,1,0,5,1,7,10,3,1,1,0,17,15,0,1,0,0,2,86,-79,0,144
"7314",7314,"Tom","Rockliff","Rockliff, Tom","Brisbane",2016,"Inside midfielder",16,92,12,0,38,1,21,28,0,0,0,10,0,3,3,4,1,2,0,12,16,0,0,0,0,1,83,-26,0,130
"7315",7315,"Tom","Rockliff","Rockliff, Tom","Brisbane",2016,"Inside midfielder",19,81,18,0,38,1,16,26,1,0,0,1,1,3,7,2,1,0,0,11,14,0,0,3,0,0,78,-94,0,159
"7316",7316,"Tom","Rockliff","Rockliff, Tom","Brisbane",2016,"Inside midfielder",11,204,1,0,38,8,27,48,1,0,0,9,3,4,13,3,1,0,3,18,30,0,0,0,0,1,80,-38,1,93
"7317",7317,"Tom","Rockliff","Rockliff, Tom","Brisbane",2016,"Inside midfielder",20,120,7,0,38,2,15,31,1,0,0,9,2,1,3,3,1,0,0,9,20,0,0,2,0,1,72,-138,0,168
"7318",7318,"Tom","Rockliff","Rockliff, Tom","Brisbane",2016,"Inside midfielder",14,100,10,0,38,0,20,30,0,0,0,9,1,2,7,4,1,2,0,15,12,0,0,0,0,0,83,-42,0,117
"7319",7319,"Tom","Rockliff","Rockliff, Tom","Brisbane",2016,"Inside midfielder",21,159,1,0,38,5,15,39,2,0,0,12,6,5,6,4,0,1,3,12,24,0,0,1,2,1,78,4,1,173
"7320",7320,"Tom","Rockliff","Rockliff, Tom","Brisbane",2016,"Inside midfielder",1,89,14,0,38,5,12,21,2,1,0,8,0,2,6,2,1,1,0,8,13,0,2,0,0,0,85,-64,0,8
"7321",7321,"Tom","Rockliff","Rockliff, Tom","Brisbane",2016,"Inside midfielder",7,41,40,0,38,0,6,9,0,0,0,3,0,0,1,1,0,0,0,5,4,0,0,0,0,0,21,-77,0,63
"7322",7322,"Tom","Rockliff","Rockliff, Tom","Brisbane",2016,"Inside midfielder",6,117,5,0,38,5,15,32,0,0,1,10,4,4,7,4,1,2,0,15,16,0,0,0,0,1,80,-3,0,52
"7323",7323,"Tom","Rockliff","Rockliff, Tom","Brisbane",2016,"Inside midfielder",2,48,35,0,38,0,8,10,1,0,0,2,0,0,1,4,0,4,0,5,6,0,0,1,0,0,58,-34,0,13
"7324",7324,"Tom","Rockliff","Rockliff, Tom","Brisbane",2016,"Inside midfielder",12,104,6,0,38,8,20,34,0,0,0,9,2,3,2,3,0,0,0,8,26,0,0,0,1,0,78,-83,0,102
"7325",7325,"Tom","Rockliff","Rockliff, Tom","Brisbane",2016,"Inside midfielder",23,133,2,0,38,3,19,37,2,0,0,4,2,4,5,4,1,1,0,14,23,0,0,0,1,1,81,-58,0,196
"7326",7326,"Tom","Rockliff","Rockliff, Tom","Brisbane",2016,"Inside midfielder",13,130,2,0,38,2,23,38,0,0,0,10,0,3,8,5,1,1,0,18,19,0,0,1,0,0,87,-49,0,110
"7327",7327,"Tom","Rockliff","Rockliff, Tom","Brisbane",2016,"Inside midfielder",5,83,19,0,38,6,16,26,1,0,0,2,3,0,3,3,0,2,0,8,18,0,1,0,0,1,81,-53,0,40
"7328",7328,"Tom","Rockliff","Rockliff, Tom","Brisbane",2016,"Inside midfielder",22,102,10,0,38,7,7,27,1,1,0,5,6,6,3,3,1,0,0,8,20,1,1,1,0,0,85,-60,0,188
"7329",7329,"Tom","Ruggles","Ruggles, Tom","Geelong",2016,"General defender",18,56,34,0,36,5,5,15,0,0,0,1,4,2,0,3,1,2,0,1,14,0,0,4,0,0,80,30,0,149
"7330",7330,"Tom","Ruggles","Ruggles, Tom","Geelong",2016,"General defender",14,91,10,0,36,9,7,21,0,1,0,3,4,3,1,1,0,0,0,6,16,0,1,3,1,0,74,-3,0,119
"7331",7331,"Tom","Ruggles","Ruggles, Tom","Geelong",2016,"General defender",17,86,9,0,36,6,9,22,0,0,2,4,3,3,3,2,3,1,0,7,15,0,0,0,0,0,81,17,0,137
"7332",7332,"Tom","Ruggles","Ruggles, Tom","Geelong",2016,"General defender",5,55,31,0,36,1,2,10,0,0,0,3,1,3,0,2,3,1,0,5,7,1,0,1,0,0,76,48,0,41
"7333",7333,"Tom","Ruggles","Ruggles, Tom","Geelong",2016,"General defender",19,81,15,0,36,4,8,17,0,0,0,2,4,1,2,1,1,0,0,6,10,0,0,4,1,0,83,25,0,154
"7334",7334,"Tom","Ruggles","Ruggles, Tom","Geelong",2016,"General defender",9,60,31,0,36,6,6,16,0,1,0,0,4,1,0,1,0,1,0,2,13,0,1,0,0,0,76,-24,0,74
"7335",7335,"Tom","Ruggles","Ruggles, Tom","Geelong",2016,"General defender",21,70,27,0,36,5,5,14,0,0,0,5,3,2,1,1,1,0,0,4,11,1,0,3,0,1,82,4,0,179
"7336",7336,"Tom","Ruggles","Ruggles, Tom","Geelong",2016,"General defender",4,40,41,0,36,2,8,17,0,0,0,1,3,1,1,5,3,2,0,3,13,0,0,0,0,0,85,30,0,29
"7337",7337,"Tom","Ruggles","Ruggles, Tom","Geelong",2016,"General defender",23,85,13,0,36,4,8,22,0,0,0,1,4,0,1,2,0,0,0,8,13,1,0,4,0,1,84,111,0,191
"7338",7338,"Tom","Ruggles","Ruggles, Tom","Geelong",2016,"General defender",22,51,35,0,36,4,5,15,0,0,0,0,2,0,1,1,0,1,0,3,11,0,0,1,0,0,82,60,0,188
"7339",7339,"Tom","Ruggles","Ruggles, Tom","Geelong",2016,"General defender",12,81,17,0,36,3,8,18,0,0,0,2,2,1,1,1,2,0,0,9,10,0,0,1,0,0,69,31,0,103
"7340",7340,"Tom","Ruggles","Ruggles, Tom","Geelong",2016,"General defender",13,71,24,0,36,10,3,18,0,0,0,1,4,2,1,4,1,1,0,4,15,0,0,4,0,0,67,57,0,112
"7341",7341,"Tom","Ruggles","Ruggles, Tom","Geelong",2016,"General defender",8,57,32,0,36,5,4,13,0,0,0,2,2,4,1,1,0,0,0,3,9,1,0,2,0,0,79,26,0,64
"7342",7342,"Tom","Ruggles","Ruggles, Tom","Geelong",2016,"General defender",16,53,33,0,36,2,6,14,0,0,0,3,0,1,0,1,1,0,0,6,7,0,0,1,0,0,76,-38,0,128
"7343",7343,"Tom","Ruggles","Ruggles, Tom","Geelong",2016,"General defender",11,34,41,0,36,1,1,7,0,0,0,3,0,0,0,1,3,1,0,4,3,0,0,1,0,0,66,10,0,94
"7344",7344,"Tom","Ruggles","Ruggles, Tom","Geelong",2016,"General defender",3,77,19,0,36,9,3,17,0,0,0,0,2,0,0,1,1,0,0,4,11,1,0,3,1,0,87,69,0,27
"7345",7345,"Tom","Ruggles","Ruggles, Tom","Geelong",2016,"General defender",7,74,20,0,36,4,3,17,0,0,0,3,1,2,1,4,2,2,0,7,10,1,0,2,0,0,83,44,0,57
"7346",7346,"Tom","Scully","Scully, Tom","Greater Western Sydney",2016,"Outside midfielder",4,81,18,0,9,3,14,21,1,0,0,1,0,3,1,1,0,1,0,6,15,0,0,1,1,0,88,86,0,34
"7347",7347,"Tom","Scully","Scully, Tom","Greater Western Sydney",2016,"Outside midfielder",13,104,6,0,9,7,12,21,0,0,0,7,0,6,4,2,0,2,0,7,14,0,0,0,4,1,95,27,0,114
"7348",7348,"Tom","Scully","Scully, Tom","Greater Western Sydney",2016,"Outside midfielder",14,96,14,0,9,1,15,27,1,1,0,3,0,7,3,5,2,1,0,9,17,0,0,0,0,2,88,62,0,118
"7349",7349,"Tom","Scully","Scully, Tom","Greater Western Sydney",2016,"Outside midfielder",6,107,9,0,9,5,13,23,3,1,0,1,0,3,3,2,1,1,0,7,16,0,1,0,0,1,86,75,0,49
"7350",7350,"Tom","Scully","Scully, Tom","Greater Western Sydney",2016,"Outside midfielder",8,121,3,0,9,3,12,20,2,0,0,6,4,3,4,2,0,2,0,10,11,0,1,0,2,1,93,91,0,67
"7351",7351,"Tom","Scully","Scully, Tom","Greater Western Sydney",2016,"Outside midfielder",9,85,11,0,9,7,10,21,1,0,0,2,2,5,2,3,1,3,0,6,16,0,0,0,0,1,98,25,0,80
"7352",7352,"Tom","Scully","Scully, Tom","Greater Western Sydney",2016,"Outside midfielder",16,68,26,0,9,2,13,20,0,1,0,4,2,5,1,4,0,1,0,9,12,0,0,1,3,0,87,-32,0,129
"7353",7353,"Tom","Scully","Scully, Tom","Greater Western Sydney",2016,"Outside midfielder",3,84,17,0,9,7,13,29,0,2,0,6,3,4,4,6,1,1,0,9,21,0,1,1,1,1,89,-25,0,22
"7354",7354,"Tom","Scully","Scully, Tom","Greater Western Sydney",2016,"Outside midfielder",11,80,17,0,9,4,6,15,2,0,0,6,1,3,2,4,0,2,0,7,8,0,2,1,3,0,88,-10,0,94
"7355",7355,"Tom","Scully","Scully, Tom","Greater Western Sydney",2016,"Outside midfielder",23,103,9,0,9,7,16,29,0,0,0,5,1,4,6,4,0,0,1,11,18,0,0,0,0,2,90,37,1,194
"7356",7356,"Tom","Scully","Scully, Tom","Greater Western Sydney",2016,"Outside midfielder",20,105,5,0,9,5,21,28,0,0,0,8,0,2,7,2,1,1,0,13,14,0,0,0,0,0,90,8,0,166
"7357",7357,"Tom","Scully","Scully, Tom","Greater Western Sydney",2016,"Outside midfielder",18,119,2,0,9,3,12,29,1,1,0,8,5,3,3,4,1,1,1,10,18,0,0,2,2,1,93,19,1,153
"7358",7358,"Tom","Scully","Scully, Tom","Greater Western Sydney",2016,"Outside midfielder",12,93,14,0,9,4,8,19,1,1,0,6,1,6,2,1,2,1,0,6,13,0,0,0,1,2,84,42,0,107
"7359",7359,"Tom","Scully","Scully, Tom","Greater Western Sydney",2016,"Outside midfielder",2,140,1,0,9,9,11,32,1,0,0,5,3,8,1,2,3,1,1,9,25,0,0,2,3,1,96,13,1,16
"7360",7360,"Tom","Scully","Scully, Tom","Greater Western Sydney",2016,"Outside midfielder",10,83,16,0,9,9,9,25,2,1,0,1,0,5,1,3,2,1,0,6,19,0,3,0,0,1,91,-22,0,87
"7361",7361,"Tom","Scully","Scully, Tom","Greater Western Sydney",2016,"Outside midfielder",17,72,23,0,9,4,17,28,0,0,0,2,3,5,3,2,0,0,0,16,13,0,0,0,1,0,86,79,0,144
"7362",7362,"Tom","Scully","Scully, Tom","Greater Western Sydney",2016,"Outside midfielder",21,93,11,0,9,3,13,21,1,0,0,3,2,3,4,1,0,1,0,7,16,0,1,1,1,2,87,-1,0,175
"7363",7363,"Tom","Scully","Scully, Tom","Greater Western Sydney",2016,"Outside midfielder",19,117,6,0,9,5,18,30,2,0,0,1,1,7,3,4,0,2,2,9,22,0,2,2,2,1,91,88,1,155
"7364",7364,"Tom","Scully","Scully, Tom","Greater Western Sydney",2016,"Outside midfielder",1,94,12,0,9,6,8,27,1,1,0,1,1,5,4,4,1,1,0,7,20,0,1,1,4,0,86,-2,0,2
"7365",7365,"Tom","Scully","Scully, Tom","Greater Western Sydney",2016,"Outside midfielder",7,106,8,0,9,1,10,24,1,0,0,8,2,8,3,3,1,1,0,11,14,0,0,3,1,1,92,18,0,61
"7366",7366,"Tom","Scully","Scully, Tom","Greater Western Sydney",2016,"Outside midfielder",22,74,20,0,9,5,11,21,1,1,0,4,0,6,2,3,0,2,0,8,13,0,0,0,0,0,92,92,0,184
"7367",7367,"Tom","Scully","Scully, Tom","Greater Western Sydney",2016,"Outside midfielder",5,118,5,0,9,7,18,31,0,1,0,5,2,4,2,1,0,0,2,13,21,0,0,3,1,2,89,47,1,42
"7368",7368,"Tomas","Bugg","Bugg, Tomas","Melbourne",2016,"Defensive midfielder",8,52,33,0,32,1,5,13,0,0,0,9,0,2,2,2,1,1,0,5,8,0,0,0,0,1,76,-32,0,71
"7369",7369,"Tomas","Bugg","Bugg, Tomas","Melbourne",2016,"Defensive midfielder",6,82,16,0,32,1,12,21,1,0,0,1,1,4,1,0,1,0,0,5,15,1,0,3,0,1,80,-39,0,47
"7370",7370,"Tomas","Bugg","Bugg, Tomas","Melbourne",2016,"Defensive midfielder",4,106,1,0,32,5,17,29,0,0,0,9,1,1,2,2,0,0,0,14,16,0,1,2,1,2,85,35,0,35
"7371",7371,"Tomas","Bugg","Bugg, Tomas","Melbourne",2016,"Defensive midfielder",12,71,25,0,32,3,14,21,0,0,0,8,0,0,1,3,1,1,0,8,13,0,0,0,0,0,82,46,0,108
"7372",7372,"Tomas","Bugg","Bugg, Tomas","Melbourne",2016,"Defensive midfielder",15,52,38,0,32,1,11,16,0,0,0,2,0,2,1,1,0,1,0,5,11,0,1,2,0,0,75,-22,0,126
"7373",7373,"Tomas","Bugg","Bugg, Tomas","Melbourne",2016,"Defensive midfielder",11,56,37,0,32,2,9,14,0,0,0,3,2,1,2,2,1,0,0,5,8,0,0,2,0,0,74,-18,0,92
"7374",7374,"Tomas","Bugg","Bugg, Tomas","Melbourne",2016,"Defensive midfielder",2,71,25,0,32,4,7,16,0,0,0,4,3,0,1,2,2,2,0,4,11,0,0,1,0,0,79,-13,0,12
"7375",7375,"Tomas","Bugg","Bugg, Tomas","Melbourne",2016,"Defensive midfielder",9,124,1,0,32,4,23,31,0,0,0,6,1,3,6,2,2,0,0,13,18,0,0,1,1,2,83,63,0,79
"7376",7376,"Tomas","Bugg","Bugg, Tomas","Melbourne",2016,"Defensive midfielder",23,44,39,0,32,2,6,8,0,0,0,5,0,1,0,2,0,2,0,3,5,0,1,2,0,0,87,-111,0,191
"7377",7377,"Tomas","Bugg","Bugg, Tomas","Melbourne",2016,"Defensive midfielder",13,73,23,0,32,0,10,23,0,0,0,5,3,2,1,3,0,1,0,8,13,0,0,3,0,0,92,-55,0,113
"7378",7378,"Tomas","Bugg","Bugg, Tomas","Melbourne",2016,"Defensive midfielder",1,41,41,0,32,0,8,13,0,0,0,3,1,0,0,4,2,1,0,6,8,0,0,1,0,0,74,2,0,2
"7379",7379,"Tomas","Bugg","Bugg, Tomas","Melbourne",2016,"Defensive midfielder",21,93,12,0,32,5,10,19,2,1,0,5,1,1,2,2,2,1,0,4,14,0,2,1,0,0,85,40,0,177
"7380",7380,"Tomas","Bugg","Bugg, Tomas","Melbourne",2016,"Defensive midfielder",10,72,20,0,32,2,9,21,0,0,0,1,4,4,0,1,0,1,0,4,17,0,0,1,0,0,76,-45,0,84
"7381",7381,"Tomas","Bugg","Bugg, Tomas","Melbourne",2016,"Defensive midfielder",20,88,14,0,32,4,10,19,2,0,0,1,2,0,1,0,0,0,0,5,13,0,1,0,0,0,74,29,0,165
"7382",7382,"Tomas","Bugg","Bugg, Tomas","Melbourne",2016,"Defensive midfielder",5,72,22,0,32,3,7,15,1,0,0,8,1,1,3,4,3,2,0,7,10,1,1,0,0,0,87,33,0,44
"7383",7383,"Tomas","Bugg","Bugg, Tomas","Melbourne",2016,"Defensive midfielder",22,63,30,0,32,2,7,14,1,0,0,2,1,3,0,2,1,0,0,4,10,0,0,1,0,0,80,-20,0,187
"7384",7384,"Tomas","Bugg","Bugg, Tomas","Melbourne",2016,"Defensive midfielder",3,62,29,0,32,0,10,17,0,0,0,5,3,2,4,2,1,0,0,9,8,0,0,0,1,0,83,-5,0,25
"7385",7385,"Tomas","Bugg","Bugg, Tomas","Melbourne",2016,"Defensive midfielder",7,109,5,0,32,3,11,25,0,1,0,7,1,7,8,2,1,1,0,13,13,0,0,2,0,0,80,73,0,59
"7386",7386,"Touk","Miller","Miller, Touk","Gold Coast",2016,"Inside midfielder",20,81,19,0,11,0,19,24,0,0,1,5,0,3,2,4,1,0,0,12,12,0,0,2,0,0,84,-8,0,166
"7387",7387,"Touk","Miller","Miller, Touk","Gold Coast",2016,"Inside midfielder",1,76,20,0,11,2,11,20,1,2,0,2,0,1,1,4,1,1,0,7,15,0,0,1,0,0,74,61,0,3
"7388",7388,"Touk","Miller","Miller, Touk","Gold Coast",2016,"Inside midfielder",19,98,5,0,11,0,14,21,0,0,0,9,1,0,5,0,2,0,0,14,8,0,0,1,0,0,81,-2,0,160
"7389",7389,"Touk","Miller","Miller, Touk","Gold Coast",2016,"Inside midfielder",15,83,13,0,11,5,6,17,1,0,0,1,1,2,2,0,0,0,0,6,12,0,0,1,1,1,80,40,0,123
"7390",7390,"Touk","Miller","Miller, Touk","Gold Coast",2016,"Inside midfielder",7,72,24,0,11,3,12,22,0,1,0,10,2,1,4,5,0,1,0,10,12,0,0,2,0,0,85,-73,0,59
"7391",7391,"Touk","Miller","Miller, Touk","Gold Coast",2016,"Inside midfielder",14,48,37,0,11,4,4,11,0,0,0,5,0,3,0,1,1,0,0,1,11,0,0,2,0,0,83,-26,0,120
"7392",7392,"Touk","Miller","Miller, Touk","Gold Coast",2016,"Inside midfielder",16,139,1,0,11,6,15,27,1,0,0,11,2,3,3,4,4,1,1,14,14,0,0,0,0,1,80,26,1,130
"7393",7393,"Touk","Miller","Miller, Touk","Gold Coast",2016,"Inside midfielder",4,56,35,0,11,3,9,18,0,0,0,4,2,3,0,2,0,0,0,5,13,0,0,0,0,0,70,-13,0,31
"7394",7394,"Touk","Miller","Miller, Touk","Gold Coast",2016,"Inside midfielder",8,45,37,0,11,3,7,10,0,0,0,6,0,1,1,2,0,0,0,5,5,0,0,1,0,0,79,-91,0,67
"7395",7395,"Touk","Miller","Miller, Touk","Gold Coast",2016,"Inside midfielder",22,105,10,0,11,3,17,32,0,1,0,4,1,4,8,2,0,0,0,14,16,0,0,2,0,0,84,-71,0,185
"7396",7396,"Touk","Miller","Miller, Touk","Gold Coast",2016,"Inside midfielder",18,112,5,0,11,3,12,28,0,0,0,7,1,5,7,1,2,0,0,16,11,0,0,1,0,0,82,24,0,147
"7397",7397,"Touk","Miller","Miller, Touk","Gold Coast",2016,"Inside midfielder",11,102,12,0,11,4,19,32,0,1,0,5,1,6,2,5,0,1,0,18,13,0,0,3,0,2,82,-38,0,95
"7398",7398,"Touk","Miller","Miller, Touk","Gold Coast",2016,"Inside midfielder",6,32,42,0,11,1,4,8,0,0,0,3,1,2,0,3,0,1,0,2,6,0,0,0,0,1,73,-120,0,50
"7399",7399,"Touk","Miller","Miller, Touk","Gold Coast",2016,"Inside midfielder",21,125,1,0,11,7,19,39,1,0,0,4,3,11,4,5,1,1,1,13,26,1,0,1,0,1,85,-6,1,178
"7400",7400,"Touk","Miller","Miller, Touk","Gold Coast",2016,"Inside midfielder",12,38,38,0,11,1,8,10,0,0,0,1,0,1,2,1,0,0,0,7,3,0,1,0,0,0,81,-17,0,106
"7401",7401,"Touk","Miller","Miller, Touk","Gold Coast",2016,"Inside midfielder",23,112,4,0,11,2,14,28,0,0,1,5,1,6,7,1,1,0,0,14,15,0,0,1,0,0,83,-23,0,195
"7402",7402,"Touk","Miller","Miller, Touk","Gold Coast",2016,"Inside midfielder",5,42,40,0,11,2,9,14,0,1,0,1,0,3,3,3,1,2,0,6,8,0,1,0,0,0,80,-38,0,39
"7403",7403,"Touk","Miller","Miller, Touk","Gold Coast",2016,"Inside midfielder",17,53,36,0,11,2,12,24,0,0,0,5,1,1,4,6,1,1,0,6,18,0,0,1,0,0,86,-48,0,140
"7404",7404,"Travis","Boak","Boak, Travis","Port Adelaide",2016,"Inside midfielder",16,88,16,0,1,4,12,23,0,0,0,6,2,3,3,3,1,0,0,9,13,0,0,0,0,0,81,-22,0,127
"7405",7405,"Travis","Boak","Boak, Travis","Port Adelaide",2016,"Inside midfielder",23,76,20,0,1,5,13,22,1,0,0,5,2,5,4,3,1,2,0,8,14,0,0,1,0,0,78,23,0,195
"7406",7406,"Travis","Boak","Boak, Travis","Port Adelaide",2016,"Inside midfielder",9,71,22,0,1,1,16,26,0,0,0,2,1,4,4,5,0,1,0,13,12,0,0,1,0,1,69,-8,0,76
"7407",7407,"Travis","Boak","Boak, Travis","Port Adelaide",2016,"Inside midfielder",20,58,34,0,1,5,11,22,0,0,0,5,1,2,1,7,1,2,0,5,18,0,0,3,0,0,80,-67,0,164
"7408",7408,"Travis","Boak","Boak, Travis","Port Adelaide",2016,"Inside midfielder",8,77,23,0,1,0,8,12,1,1,0,5,0,0,3,1,0,1,0,6,8,0,0,5,0,0,76,-2,0,70
"7409",7409,"Travis","Boak","Boak, Travis","Port Adelaide",2016,"Inside midfielder",1,58,33,0,1,2,9,17,1,0,0,3,1,2,2,2,0,0,0,7,8,0,2,1,0,1,84,33,0,7
"7410",7410,"Travis","Boak","Boak, Travis","Port Adelaide",2016,"Inside midfielder",15,145,1,0,1,3,9,26,2,0,0,11,3,5,4,4,4,2,3,13,11,1,0,1,0,1,86,38,1,122
"7411",7411,"Travis","Boak","Boak, Travis","Port Adelaide",2016,"Inside midfielder",18,101,10,0,1,2,15,34,0,0,0,6,3,6,9,4,2,0,0,12,17,0,0,2,1,1,83,-19,0,153
"7412",7412,"Travis","Boak","Boak, Travis","Port Adelaide",2016,"Inside midfielder",13,65,26,0,1,4,9,20,0,1,0,4,1,1,5,3,1,2,0,8,12,0,0,0,0,0,81,-17,0,111
"7413",7413,"Travis","Boak","Boak, Travis","Port Adelaide",2016,"Inside midfielder",10,99,7,0,1,5,14,24,1,0,0,4,1,4,5,4,0,2,0,9,16,0,1,1,0,1,73,45,0,84
"7414",7414,"Travis","Boak","Boak, Travis","Port Adelaide",2016,"Inside midfielder",19,114,6,0,1,6,11,24,3,2,0,1,0,5,3,6,0,2,0,8,18,1,3,4,0,1,85,94,0,159
"7415",7415,"Travis","Boak","Boak, Travis","Port Adelaide",2016,"Inside midfielder",2,87,11,0,1,2,9,23,2,3,0,4,0,8,6,5,1,3,0,12,11,0,1,2,0,0,83,-58,0,11
"7416",7416,"Travis","Boak","Boak, Travis","Port Adelaide",2016,"Inside midfielder",21,81,16,0,1,5,12,22,0,0,0,3,1,4,3,1,1,0,0,6,16,0,0,0,0,1,88,-40,0,177
"7417",7417,"Travis","Boak","Boak, Travis","Port Adelaide",2016,"Inside midfielder",5,88,14,0,1,1,14,26,0,0,0,5,0,3,8,2,0,1,0,15,10,0,0,1,0,0,79,-48,0,41
"7418",7418,"Travis","Boak","Boak, Travis","Port Adelaide",2016,"Inside midfielder",3,90,13,0,1,2,13,22,1,1,0,4,0,5,2,3,2,2,0,6,17,0,0,2,1,1,78,61,0,19
"7419",7419,"Travis","Boak","Boak, Travis","Port Adelaide",2016,"Inside midfielder",6,103,5,0,1,3,8,22,1,0,1,4,1,5,4,3,1,2,2,9,14,0,1,1,2,2,82,35,1,51
"7420",7420,"Travis","Boak","Boak, Travis","Port Adelaide",2016,"Inside midfielder",11,82,15,0,1,4,11,25,1,1,0,4,1,7,4,6,0,2,0,10,15,0,0,3,0,0,83,67,0,97
"7421",7421,"Travis","Boak","Boak, Travis","Port Adelaide",2016,"Inside midfielder",17,128,2,0,1,4,24,32,1,0,0,7,0,5,3,2,1,0,2,9,23,0,0,0,0,1,85,28,1,139
"7422",7422,"Travis","Boak","Boak, Travis","Port Adelaide",2016,"Inside midfielder",7,106,7,0,1,2,20,31,0,0,0,7,1,4,8,4,0,1,0,13,19,0,0,3,0,0,80,77,0,63
"7423",7423,"Travis","Boak","Boak, Travis","Port Adelaide",2016,"Inside midfielder",4,103,10,0,1,6,12,23,0,0,0,6,2,1,5,0,0,0,0,10,13,0,0,0,0,0,78,-86,0,34
"7424",7424,"Travis","Boak","Boak, Travis","Port Adelaide",2016,"Inside midfielder",22,98,5,0,1,1,15,26,1,0,0,4,0,4,7,4,1,1,0,14,13,0,0,1,0,1,82,-15,0,186
"7425",7425,"Travis","Boak","Boak, Travis","Port Adelaide",2016,"Inside midfielder",12,91,10,0,1,1,9,24,1,1,0,3,0,5,5,1,1,0,0,11,13,0,1,1,0,0,82,-3,0,101
"7426",7426,"Travis","Cloke","Cloke, Travis","Collingwood",2016,"Key forward",16,115,3,0,32,12,2,20,4,1,0,1,1,6,0,4,1,1,1,9,11,5,6,1,1,2,96,32,1,129
"7427",7427,"Travis","Cloke","Cloke, Travis","Collingwood",2016,"Key forward",20,57,32,0,32,9,0,11,1,1,0,1,0,3,0,2,0,0,0,4,9,1,2,2,0,0,94,-15,0,163
"7428",7428,"Travis","Cloke","Cloke, Travis","Collingwood",2016,"Key forward",15,85,15,0,32,9,1,13,0,2,1,4,0,3,0,1,1,1,0,6,7,4,2,3,0,0,97,12,0,125
"7429",7429,"Travis","Cloke","Cloke, Travis","Collingwood",2016,"Key forward",19,49,37,0,32,7,3,11,1,2,0,4,0,3,0,2,0,1,0,3,8,1,2,1,0,0,95,19,0,157
"7430",7430,"Travis","Cloke","Cloke, Travis","Collingwood",2016,"Key forward",2,58,31,0,32,6,0,9,1,3,0,1,0,4,0,0,1,0,0,3,7,1,2,1,0,1,91,1,0,10
"7431",7431,"Travis","Cloke","Cloke, Travis","Collingwood",2016,"Key forward",14,64,31,0,32,7,3,14,2,2,1,2,0,4,0,3,1,1,0,5,8,2,2,0,0,0,93,48,0,116
"7432",7432,"Travis","Cloke","Cloke, Travis","Collingwood",2016,"Key forward",23,63,29,0,32,8,1,10,2,2,0,1,0,2,0,2,1,1,0,6,4,4,5,0,0,1,97,-1,0,197
"7433",7433,"Travis","Cloke","Cloke, Travis","Collingwood",2016,"Key forward",18,24,42,0,32,3,1,8,0,0,0,2,0,4,0,3,1,2,0,3,5,1,0,1,0,0,85,-40,0,145
"7434",7434,"Travis","Cloke","Cloke, Travis","Collingwood",2016,"Key forward",11,62,36,0,32,6,3,13,0,1,0,4,1,4,0,3,1,1,0,4,9,1,1,2,0,1,89,-67,0,97
"7435",7435,"Travis","Cloke","Cloke, Travis","Collingwood",2016,"Key forward",17,84,17,0,32,7,2,17,2,1,0,5,0,5,1,4,1,0,0,10,9,3,0,1,0,0,96,-28,0,141
"7436",7436,"Travis","Cloke","Cloke, Travis","Collingwood",2016,"Key forward",1,19,42,0,32,1,2,7,0,0,4,1,0,4,3,1,2,0,0,4,3,0,0,1,0,0,98,-80,0,5
"7437",7437,"Travis","Cloke","Cloke, Travis","Collingwood",2016,"Key forward",4,78,21,0,32,5,4,15,2,0,4,2,0,2,0,2,0,0,0,4,11,1,2,2,0,1,76,-35,0,35
"7438",7438,"Travis","Cloke","Cloke, Travis","Collingwood",2016,"Key forward",3,90,15,0,32,7,3,16,2,1,8,1,2,6,1,3,2,0,0,6,10,1,3,2,0,1,90,-29,0,20
"7439",7439,"Travis","Varcoe","Varcoe, Travis","Collingwood",2016,"General forward",8,45,35,0,18,4,5,9,1,1,0,1,0,0,0,2,0,1,0,4,6,0,1,0,1,0,47,78,0,68
